Site,Day,Month,Year,SurveyDate,Classcode,Size,Amount,Lat,Lon,Depth_ft,Temp10m
Mendocino Headlands,7,10,2007,7-Oct-07,purple urchin,10,13,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,purple urchin,11,3,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,4,6,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,5,4,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,6,8,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,7,5,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,8,3,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,9,13,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,10,15,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,11,18,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,12,14,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,13,19,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,14,1,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,15,4,39.305283,-123.811218,,10
Mendocino Headlands,7,10,2007,7-Oct-07,red urchin,16,3,39.305283,-123.811218,,10
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,1,10,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,2,25,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,3,69,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,4,57,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,5,31,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,6,10,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,7,10,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,purple urchin,9,12,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,1,8,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,2,5,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,3,4,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,4,8,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,5,12,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,6,18,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,7,29,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,8,12,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,9,68,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,10,74,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,11,12,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,12,6,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,13,5,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,14,2,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,15,2,39.305283,-123.811218,24.5,11
Mendocino Headlands,28,9,2008,28-Sep-08,red urchin,16,3,39.305283,-123.811218,24.5,11
Naples Reef,12,11,2007,12-Nov-07,purple urchin,1,4,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,2,12,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,3,17,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,4,10,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,5,21,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,6,13,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,7,5,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,8,8,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,purple urchin,9,1,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,1,1,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,2,4,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,3,3,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,4,8,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,5,13,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,6,28,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,7,22,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,8,6,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,9,8,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,10,13,34.421848,-119.9515,,14
Naples Reef,12,11,2007,12-Nov-07,red urchin,11,3,34.421848,-119.9515,,14
Naples Reef,18,10,2008,18-Oct-08,purple urchin,1,11,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,purple urchin,2,11,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,purple urchin,3,25,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,purple urchin,4,42,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,purple urchin,5,8,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,purple urchin,6,4,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,1,10,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,2,6,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,3,14,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,4,11,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,5,10,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,6,15,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,7,16,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,8,8,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,9,4,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,10,1,34.421848,-119.9515,40,15.6
Naples Reef,18,10,2008,18-Oct-08,red urchin,11,1,34.421848,-119.9515,40,15.6
Naples Reef,23,5,2009,23-May-09,purple urchin,1,1,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,purple urchin,2,20,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,purple urchin,3,45,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,purple urchin,4,47,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,purple urchin,5,21,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,purple urchin,6,4,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,2,3,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,3,13,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,4,22,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,5,26,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,6,29,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,7,17,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,8,10,34.421848,-119.9515,42,12
Naples Reef,23,5,2009,23-May-09,red urchin,9,9,34.421848,-119.9515,42,12
Naples Reef,18,7,2010,18-Jul-10,purple urchin,2,3,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,purple urchin,3,25,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,purple urchin,4,54,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,purple urchin,5,19,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,purple urchin,6,8,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,purple urchin,7,7,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,3,3,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,4,8,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,5,8,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,6,12,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,7,27,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,8,23,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,9,11,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,10,5,34.421848,-119.9515,22.5,12
Naples Reef,18,7,2010,18-Jul-10,red urchin,14,1,34.421848,-119.9515,22.5,12
Naples Reef,28,9,2012,28-Sep-12,purple urchin,1,5,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,purple urchin,2,25,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,purple urchin,3,16,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,purple urchin,4,47,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,purple urchin,5,59,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,purple urchin,6,14,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,2,9,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,3,18,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,4,18,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,5,24,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,6,19,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,7,17,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,8,19,34.421848,-119.9515,35.5,17
Naples Reef,28,9,2012,28-Sep-12,red urchin,9,24,34.421848,-119.9515,35.5,17
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,1,3,38.555119,-123.305664,25,12
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,2,10,38.555119,-123.305664,25,12
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,3,38,38.555119,-123.305664,25,12
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,4,40,38.555119,-123.305664,25,12
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,5,49,38.555119,-123.305664,25,12
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,6,30,38.555119,-123.305664,25,12
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,7,5,38.555119,-123.305664,25,12
Ocean Cove,20,9,2015,20-Sep-15,purple urchin,8,2,38.555119,-123.305664,25,12
Otter Cove,20,6,2015,20-Jun-15,purple urchin,2,1,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,purple urchin,3,7,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,purple urchin,4,8,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,purple urchin,5,3,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,red urchin,3,1,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,red urchin,4,1,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,red urchin,5,1,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,red urchin,6,3,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,red urchin,7,3,36.634933,-121.919952,,10
Otter Cove,20,6,2015,20-Jun-15,red urchin,8,1,36.634933,-121.919952,,10
Paradise Point,6,9,2008,6-Sep-08,purple urchin,3,1,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,purple urchin,4,16,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,purple urchin,5,136,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,purple urchin,6,32,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,purple urchin,7,5,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,3,1,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,4,3,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,5,17,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,6,33,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,7,48,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,8,74,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,9,7,34.004128,-118.7929,25,17
Paradise Point,6,9,2008,6-Sep-08,red urchin,10,1,34.004128,-118.7929,25,17
Paradise Point,12,9,2009,12-Sep-09,purple urchin,3,17,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,purple urchin,4,67,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,purple urchin,5,47,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,purple urchin,6,14,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,purple urchin,7,8,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,purple urchin,8,1,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,4,1,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,5,2,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,6,17,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,7,54,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,8,61,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,9,54,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,10,18,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,11,6,34.004128,-118.7929,25,19
Paradise Point,12,9,2009,12-Sep-09,red urchin,12,2,34.004128,-118.7929,25,19
Paradise Point,11,9,2010,11-Sep-10,purple urchin,2,2,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,purple urchin,3,20,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,purple urchin,4,70,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,purple urchin,5,111,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,purple urchin,6,62,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,purple urchin,7,21,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,purple urchin,8,3,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,3,14,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,4,19,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,5,12,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,6,20,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,7,49,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,8,56,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,9,46,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,10,30,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,11,9,34.004128,-118.7929,27.5,12
Paradise Point,11,9,2010,11-Sep-10,red urchin,12,2,34.004128,-118.7929,27.5,12
Paradise Point,20,10,2012,20-Oct-12,purple urchin,1,2,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,purple urchin,2,8,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,purple urchin,3,54,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,purple urchin,4,89,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,purple urchin,5,41,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,purple urchin,6,14,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,purple urchin,7,1,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,2,4,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,3,15,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,4,27,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,5,42,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,6,71,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,7,40,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,8,12,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,9,1,34.004128,-118.7929,25,18
Paradise Point,20,10,2012,20-Oct-12,red urchin,10,2,34.004128,-118.7929,25,18
Paradise Point,14,9,2013,14-Sep-13,purple urchin,3,16,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,purple urchin,4,33,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,purple urchin,5,44,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,purple urchin,6,18,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,purple urchin,7,5,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,5,3,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,6,4,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,7,26,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,8,37,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,9,53,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,10,25,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,11,12,34.004128,-118.7929,25,16
Paradise Point,14,9,2013,14-Sep-13,red urchin,13,2,34.004128,-118.7929,25,16
Pelican Anchorage,30,4,2006,30-Apr-06,purple urchin,1,3,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,purple urchin,2,65,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,purple urchin,3,163,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,purple urchin,4,61,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,purple urchin,5,1,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,red urchin,2,1,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,red urchin,3,23,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,red urchin,4,40,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,red urchin,5,57,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,red urchin,6,26,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,red urchin,7,3,34.035648,-119.702499,,12
Pelican Anchorage,30,4,2006,30-Apr-06,red urchin,8,1,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,purple urchin,2,3,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,purple urchin,3,9,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,purple urchin,4,46,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,purple urchin,5,76,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,purple urchin,6,7,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,red urchin,4,5,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,red urchin,5,33,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,red urchin,6,67,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,red urchin,7,14,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,red urchin,8,7,34.035648,-119.702499,,12
Pelican Anchorage,15,4,2007,15-Apr-07,red urchin,9,2,34.035648,-119.702499,,12
Pelican Anchorage,16,7,2008,16-Jul-08,purple urchin,1,1,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,purple urchin,2,4,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,purple urchin,3,97,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,purple urchin,4,31,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,purple urchin,5,4,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,1,3,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,2,2,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,3,2,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,4,40,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,5,63,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,6,21,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,7,5,34.035648,-119.702499,22.5,
Pelican Anchorage,16,7,2008,16-Jul-08,red urchin,8,1,34.035648,-119.702499,22.5,
Pelican Anchorage,26,9,2009,26-Sep-09,purple urchin,2,9,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,purple urchin,3,27,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,purple urchin,4,17,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,purple urchin,5,8,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,purple urchin,6,1,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,red urchin,3,3,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,red urchin,4,9,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,red urchin,5,14,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,red urchin,6,15,34.035648,-119.702499,29,18.5
Pelican Anchorage,26,9,2009,26-Sep-09,red urchin,7,5,34.035648,-119.702499,29,18.5
Pelican Anchorage,1,11,2011,1-Nov-11,purple urchin,1,7,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,purple urchin,2,25,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,purple urchin,3,39,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,purple urchin,4,50,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,purple urchin,5,16,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,purple urchin,6,2,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,purple urchin,7,1,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,1,1,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,2,7,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,3,19,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,4,25,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,5,29,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,6,28,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,7,39,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,8,24,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,9,9,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,10,3,34.035648,-119.702499,27.5,14
Pelican Anchorage,1,11,2011,1-Nov-11,red urchin,11,1,34.035648,-119.702499,27.5,14
Pelican Anchorage,14,8,2012,14-Aug-12,purple urchin,1,6,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,purple urchin,2,55,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,purple urchin,3,73,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,purple urchin,4,60,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,purple urchin,5,27,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,purple urchin,6,2,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,2,8,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,3,21,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,4,33,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,5,32,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,6,37,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,7,34,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,8,20,34.035648,-119.702499,25,16
Pelican Anchorage,14,8,2012,14-Aug-12,red urchin,9,12,34.035648,-119.702499,25,16
